t,h,r,e,e
s,h,o,r,t
38,5,22
12,6,7
13,6,7
14,6,7
8,11,6
8,6,15
8,16,6
9,10,6
9,6,17
9,18,6
10,19,6
10,20,6
11,21,6
11,6,22
12,6,23
24,12,6
27,13,6
28,13,6
27,6,14
28,6,14
29,6,15
30,6,15
16,29,6
16,6,30
17,6,31
32,17,6
18,6,31
32,18,6
33,19,6
34,19,6
33,20,6
34,20,6
35,21,6
36,21,6
35,6,22
36,6,22
37,6,23
38,6,23
24,37,6
24,38,6
8,12,7
8,13,7
8,14,7
9,11,7
9,15,7
16,9,7
17,10,7
10,18,7
19,11,7
11,20,7
12,21,7
12,22,7
25,13,7
26,13,7
25,14,7
26,14,7
27,15,7
15,28,7
16,27,7
16,28,7
17,29,7
17,30,7
18,29,7
18,30,7
19,31,7
32,19,7
20,31,7
32,20,7
33,21,7
34,21,7
33,22,7
34,22,7
35,23,7
23,36,7
24,35,7
24,36,7
25,37,7
25,38,7
26,37,7
26,38,7
8,9,12
8,9,13
8,9,14
8,10,11
8,10,15
8,16,10
8,17,11
8,18,11
8,19,12
8,12,20
8,13,23
8,24,13
8,14,23
8,24,14
8,25,15
8,26,15
8,16,25
8,16,26
8,17,27
8,17,28
8,18,27
8,18,28
8,19,29
8,19,30
8,20,29
8,20,30
8,21,31
8,32,21
8,22,31
8,32,22
8,33,23
8,34,23
8,24,33
8,24,34
8,25,35
8,25,36
8,26,35
8,26,36
8,27,37
8,27,38
8,28,37
8,28,38
9,10,12
9,10,13
9,10,14
9,11,15
16,9,11
9,12,17
9,18,12
9,21,13
9,13,22
9,21,14
9,14,22
9,23,15
24,9,15
16,9,23
16,9,24
9,17,25
9,26,17
9,18,25
9,18,26
27,9,19
9,19,28
9,27,20
9,20,28
9,29,21
9,21,30
9,29,22
9,22,30
9,31,23
32,9,23
24,9,31
24,9,32
9,25,33
9,34,25
9,26,33
9,26,34
9,27,35
9,27,36
9,35,28
9,28,36
9,37,29
9,29,38
9,37,30
38,9,30
10,11,12
10,11,13
10,11,14
10,12,15
16,10,12
10,19,13
10,20,13
10,19,14
10,20,14
10,21,15
10,22,15
16,10,21
16,10,22
17,10,23
24,17,10
10,18,23
24,10,18
25,10,19
26,10,19
25,10,20
10,26,20
10,27,21
10,28,21
10,27,22
10,28,22
10,29,23
10,30,23
24,10,29
24,10,30
25,10,31
32,25,10
10,26,31
32,10,26
33,10,27
10,27,34
33,10,28
10,28,34
10,35,29
10,36,29
10,35,30
10,36,30
10,37,31
10,38,31
32,10,37
32,10,38
11,12,13
11,12,14
17,11,13
18,11,13
17,11,14
18,11,14
19,11,15
11,20,15
16,19,11
16,11,20
17,11,21
17,11,22
18,11,21
18,11,22
19,11,23
19,24,11
11,20,23
24,11,20
25,11,21
26,11,21
25,11,22
26,11,22
27,11,23
11,28,23
24,27,11
24,11,28
25,11,29
25,11,30
26,11,29
26,11,30
27,11,31
27,32,11
11,28,31
32,11,28
33,11,29
34,11,29
33,11,30
34,11,30
35,11,31
11,36,31
32,35,11
32,11,36
33,11,37
33,11,38
34,11,37
34,11,38
12,13,15
16,12,13
12,14,15
16,12,14
17,12,15
18,12,15
16,17,12
16,18,12
17,19,12
17,12,20
18,19,12
18,12,20
19,12,21
19,12,22
21,12,20
12,20,22
12,21,23
24,12,21
12,22,23
24,12,22
25,12,23
26,12,23
24,25,12
24,26,12
25,27,12
25,12,28
26,27,12
26,12,28
27,12,29
27,12,30
29,12,28
12,28,30
12,29,31
32,12,29
12,30,31
32,12,30
33,12,31
34,12,31
32,33,12
32,34,12
33,35,12
33,12,36
34,35,12
34,12,36
35,12,37
35,12,38
12,37,36
38,12,36
13,14,15
16,13,14
17,13,15
18,13,15
16,17,13
16,18,13
17,19,13
17,20,13
18,19,13
18,20,13
21,19,13
19,13,22
21,20,13
20,13,22
21,13,23
24,21,13
13,22,23
24,13,22
25,13,23
26,13,23
24,25,13
24,26,13
25,27,13
25,28,13
26,27,13
26,28,13
29,27,13
27,13,30
29,28,13
28,13,30
29,13,31
32,29,13
13,30,31
32,13,30
33,13,31
34,13,31
32,33,13
32,34,13
33,35,13
33,36,13
34,35,13
34,36,13
37,35,13
35,13,38
37,36,13
36,13,38
17,14,15
18,14,15
16,17,14
16,18,14
17,19,14
17,20,14
18,19,14
18,20,14
19,21,14
19,14,22
20,21,14
20,14,22
21,14,23
24,21,14
23,14,22
24,14,22
25,14,23
26,14,23
24,25,14
24,26,14
25,27,14
25,28,14
26,27,14
26,28,14
27,29,14
27,14,30
28,29,14
28,14,30
29,14,31
32,29,14
31,14,30
32,14,30
33,14,31
34,14,31
32,33,14
32,34,14
33,35,14
33,36,14
34,35,14
34,36,14
35,37,14
38,35,14
36,37,14
38,36,14
16,19,15
16,20,15
17,21,15
17,22,15
18,21,15
18,22,15
19,23,15
24,19,15
20,23,15
24,20,15
25,21,15
26,21,15
25,22,15
26,22,15
27,23,15
23,28,15
24,27,15
24,28,15
25,29,15
25,30,15
26,29,15
26,30,15
27,31,15
32,27,15
28,31,15
32,28,15
33,29,15
34,29,15
33,30,15
34,30,15
35,31,15
31,36,15
32,35,15
32,36,15
33,37,15
33,38,15
34,37,15
34,38,15
16,17,21
16,17,22
16,18,21
16,18,22
16,19,23
16,24,19
16,20,23
16,24,20
16,25,21
16,26,21
16,25,22
16,26,22
16,27,23
16,28,23
16,24,27
16,24,28
16,25,29
16,25,30
16,26,29
16,26,30
16,27,31
16,32,27
16,28,31
16,32,28
16,33,29
16,34,29
16,33,30
16,34,30
16,35,31
16,36,31
16,32,35
16,32,36
16,33,37
16,33,38
16,34,37
16,34,38
17,18,23
24,17,18
17,19,25
17,26,19
17,20,25
17,26,20
17,27,21
17,28,21
17,27,22
17,28,22
17,29,23
17,30,23
24,17,29
24,17,30
17,25,31
32,17,25
17,26,31
32,17,26
17,27,33
17,34,27
17,28,33
17,34,28
17,35,29
17,36,29
17,35,30
17,36,30
17,37,31
17,38,31
32,17,37
32,17,38
25,18,19
26,18,19
25,18,20
18,26,20
18,27,21
18,28,21
18,27,22
18,28,22
18,29,23
18,30,23
24,18,29
24,18,30
25,18,31
32,25,18
18,26,31
32,18,26
33,18,27
18,27,34
33,18,28
18,28,34
18,35,29
18,36,29
18,35,30
18,36,30
18,37,31
18,38,31
32,18,37
32,18,38
27,19,20
19,20,28
29,19,21
19,21,30
19,29,22
19,22,30
19,31,23
32,19,23
24,19,31
24,32,19
25,19,33
25,34,19
33,26,19
26,19,34
27,35,19
27,19,36
35,19,28
19,28,36
37,19,29
19,29,38
19,37,30
38,19,30
29,20,21
20,21,30
20,29,22
20,22,30
20,31,23
32,20,23
24,20,31
24,32,20
25,20,33
25,34,20
33,26,20
26,20,34
35,27,20
27,20,36
35,20,28
20,28,36
37,20,29
20,29,38
20,37,30
38,20,30
21,22,31
32,21,22
33,21,23
34,21,23
24,33,21
24,34,21
25,35,21
25,36,21
26,35,21
26,36,21
37,27,21
27,21,38
37,28,21
28,21,38
33,22,23
34,22,23
24,33,22
24,34,22
25,35,22
25,36,22
26,35,22
26,36,22
27,37,22
38,27,22
28,37,22
38,28,22
24,35,23
24,36,23
25,37,23
25,38,23
26,37,23
26,38,23
24,25,37
24,25,38
24,26,37
24,26,38
